  PERMNO        date             ba        vwretd        ewretd        sprtrn
   19561    19991231       0.020000      0.083758      0.084830      0.057844
   19561    20000131       0.073906     -0.039612      0.050610     -0.050904
   19561    20000229      -0.166798      0.031820      0.120436     -0.020108
   19561    20000331       0.023689      0.053526     -0.000429      0.096720
   19561    20000428       0.049587     -0.059529     -0.088504     -0.030796
   19561    20000531      -0.012220     -0.038967     -0.057324     -0.021915
   19561    20000630       0.070400      0.051591      0.079228      0.023934
   19561    20000731       0.171898     -0.017072     -0.019354     -0.016341
   19561    20000831       0.097245      0.075910      0.059257      0.060699
   19561    20000929       0.174825     -0.051054     -0.040102     -0.053483
   19561    20001031       0.076389     -0.024597     -0.066807     -0.004949
   19561    20001130       0.020498     -0.102492     -0.118559     -0.080069
   19561    20001229      -0.044344      0.020402     -0.007035      0.004053
   19561    20010131      -0.113636      0.039499      0.225012      0.034637
   19561    20010228       0.066154     -0.099263     -0.074508     -0.092291
   19561    20010330      -0.104341     -0.070260     -0.072716     -0.064205
   19561    20010430       0.109316      0.083832      0.076441      0.076814
   19561    20010531       0.020388      0.010576      0.062201      0.005090
   19561    20010629      -0.115917     -0.017464      0.007720     -0.025004
   19561    20010731       0.052698     -0.018297     -0.028407     -0.010772
   19561    20010831      -0.122330     -0.058980     -0.035009     -0.064108
   19561    20010928      -0.345703     -0.091526     -0.127801     -0.081723
   19561    20011031      -0.026866      0.027835      0.078103      0.018099
   19561    20011130       0.081902      0.078774      0.080810      0.075176
   19561    20011231       0.104843      0.017859      0.057742      0.007574
   19561    20020131       0.055957     -0.015984      0.018178     -0.015574
   19561    20020228       0.126496     -0.021699     -0.033060     -0.020766
   19561    20020328       0.049826      0.044685      0.074666      0.036739
   19561    20020430      -0.075648     -0.049632     -0.003169     -0.061418
   19561    20020531      -0.039910     -0.010524     -0.015519     -0.009081
   19561    20020628       0.055100     -0.070251     -0.067318     -0.072465
   19561    20020731      -0.077333     -0.081135     -0.107499     -0.078995
   19561    20020830      -0.103083      0.007964      0.006337      0.004881
   19561    20020930      -0.079309     -0.099965     -0.084490     -0.110013
   19561    20021031      -0.128333      0.074925      0.042773      0.086436
   19561    20021129       0.150252      0.061271      0.117775      0.057070
   19561    20021231      -0.031131     -0.053316     -0.040159     -0.060333
   19561    20030131      -0.042437     -0.023392      0.006068     -0.027415
   19561    20030228      -0.122191     -0.015390     -0.021448     -0.017004
   19561    20030331      -0.090711      0.010325      0.009434      0.008358
   19561    20030430       0.088587      0.082762      0.098222      0.081044
   19561    20030530       0.130499      0.063471      0.133177      0.050899
   19561    20030630       0.119009      0.016335      0.049741      0.011322
   19561    20030731      -0.034965      0.023112      0.061927      0.016224
   19561    20030829       0.134058      0.024966      0.047429      0.017873
   19561    20030930      -0.081840     -0.009112      0.025239     -0.011944
   19561    20031031       0.121177      0.060318      0.080930      0.054962
   19561    20031128       0.001819      0.016593      0.038147      0.007129
   19561    20031231       0.097682      0.045528      0.038907      0.050765
   19561    20040130      -0.009255      0.023049      0.065763      0.017276
   19561    20040227       0.042874      0.015459      0.013720      0.012209
   19561    20040331      -0.053032     -0.010694      0.006293     -0.016359
   19561    20040430       0.039445     -0.024231     -0.043590     -0.016791
   19561    20040528       0.077536      0.014125      0.002592      0.012083
   19561    20040630       0.115502      0.021582      0.022729      0.017989
   19561    20040730      -0.006655     -0.037667     -0.051082     -0.034291
   19561    20040831       0.032906      0.002713     -0.004725      0.002287
   19561    20040930      -0.011490      0.020546      0.041594      0.009364
   19561    20041029      -0.033320      0.017805      0.020837      0.014014
   19561    20041130       0.077555      0.048209      0.079929      0.038595
   19561    20041231      -0.033601      0.035179      0.052920      0.032458
   19561    20050131      -0.022600     -0.026556     -0.029278     -0.025290
   19561    20050228       0.091304      0.022672      0.016636      0.018903
   19561    20050331       0.063489     -0.016935     -0.031835     -0.019118
   19561    20050429       0.018132     -0.025186     -0.046509     -0.020109
   19561    20050531       0.077789      0.037955      0.043808      0.029952
   19561    20050630       0.032864      0.011534      0.032153     -0.000143
   19561    20050729       0.000152      0.043327      0.058745      0.035968
   19561    20050831       0.019088     -0.005946     -0.007217     -0.011222
   19561    20050930       0.013876      0.010565      0.010530      0.006949
   19561    20051031      -0.048712     -0.020801     -0.033876     -0.017741
   19561    20051130       0.058787      0.040385      0.034319      0.035186
   19561    20051230       0.030063      0.003455      0.013484     -0.000952
   19561    20060131      -0.027477      0.040033      0.076354      0.025467
   19561    20060228       0.068511     -0.001640      0.004836      0.000453
   19561    20060331       0.072087      0.019055      0.036978      0.011065
   19561    20060428       0.070833      0.012962      0.009791      0.012187
   19561    20060531       0.001198     -0.031046     -0.044331     -0.030917
   19561    20060630      -0.016096     -0.000406     -0.008479      0.000087
   19561    20060731      -0.054816     -0.001902     -0.022698      0.005086
   19561    20060831      -0.028675      0.025062      0.025011      0.021274
   19561    20060929       0.052737      0.019424      0.009006      0.024566
   19561    20061031       0.012809      0.037125      0.046211      0.031508
   19561    20061130       0.112322      0.023705      0.031168      0.016467
   19561    20061229       0.003502      0.010833      0.014800      0.012616
   19561    20070131       0.008104      0.019428      0.022283      0.014059
   19561    20070228      -0.021773     -0.013957      0.002110     -0.021846
   19561    20070330       0.018909      0.012949      0.006545      0.009980
   19561    20070430       0.046002      0.039821      0.027044      0.043291
   19561    20070531       0.085376      0.038932      0.023123      0.032549
   19561    20070629      -0.044040     -0.014756     -0.007906     -0.017816
   19561    20070731       0.075603     -0.031756     -0.043537     -0.031982
   19561    20070831      -0.061684      0.011660     -0.011737      0.012864
   19561    20070928       0.085729      0.040860      0.025363      0.035794
   19561    20071031      -0.060958      0.025835      0.017406      0.014822
   19561    20071130      -0.057815     -0.049222     -0.076608     -0.044043
   19561    20071231      -0.054895     -0.004419     -0.010989     -0.008628
   19561    20080131      -0.048937     -0.062151     -0.045082     -0.061163
   19561    20080229       0.000120     -0.021653     -0.021401     -0.034761
   19561    20080331      -0.101703     -0.010420     -0.025310     -0.005960
   19561    20080430       0.141051      0.051106      0.031907      0.047547
   19561    20080530      -0.019915      0.023842      0.031775      0.010674
   19561    20080630      -0.205992     -0.078434     -0.086626     -0.085962
   19561    20080731      -0.070146     -0.013330     -0.001296     -0.009859
   19561    20080829       0.079365      0.010564      0.013023      0.012191
   19561    20080930      -0.125229     -0.098005     -0.120105     -0.090791
   19561    20081031      -0.085963     -0.184603     -0.205222     -0.169425
   19561    20081128      -0.179130     -0.084615     -0.130320     -0.074849
   19561    20081231       0.000938      0.022149      0.042157      0.007822
   19561    20090130      -0.008437     -0.077330     -0.024042     -0.085657
   19561    20090227      -0.246987     -0.100214     -0.107667     -0.109931
   19561    20090331       0.131679      0.086692      0.107441      0.085405
   19561    20090430       0.125632      0.109359      0.192761      0.093925
   19561    20090529       0.130337      0.067789      0.102330      0.053081
   19561    20090630      -0.052397     -0.003098      0.023917      0.000196
   19561    20090731       0.009647      0.081719      0.085217      0.074142
   19561    20090831       0.167327      0.031459      0.056864      0.033560
   19561    20090930       0.090195      0.045222      0.071237      0.035723
   19561    20091030      -0.117267     -0.027993     -0.050612     -0.019762
   19561    20091130       0.105230      0.057098      0.028444      0.057364
   19561    20091231       0.032818      0.028419      0.054978      0.017771
   19561    20100129       0.119527     -0.037096     -0.011388     -0.036974
   19561    20100226       0.049175      0.034775      0.033603      0.028514
   19561    20100331       0.149620      0.063605      0.069271      0.058796
   19561    20100430      -0.002479      0.020043      0.057837      0.014759
   19561    20100528      -0.108104     -0.079137     -0.076968     -0.081976
   19561    20100630      -0.022281     -0.050717     -0.056666     -0.053882
   19561    20100730       0.085896      0.070293      0.059958      0.068778
   19561    20100831      -0.096713     -0.042813     -0.047592     -0.047449
   19561    20100930       0.088500      0.091517      0.096368      0.087551
   19561    20101029       0.061617      0.038531      0.040681      0.036856
   19561    20101130      -0.091308      0.005107      0.010661     -0.002290
   19561    20101231       0.023365      0.067150      0.068774      0.065300
   19561    20110131       0.064664      0.019157      0.014412      0.022646
   19561    20110228       0.042458      0.038164      0.037036      0.031957
   19561    20110331       0.026663      0.003366      0.008605     -0.001047
   19561    20110429       0.079129      0.028688      0.019203      0.028495
   19561    20110531      -0.016671     -0.014935     -0.018550     -0.013501
   19561    20110630      -0.052544     -0.018395     -0.024106     -0.018258
   19561    20110729      -0.046801     -0.022469     -0.021813     -0.021474
   19561    20110831      -0.045267     -0.057472     -0.075715     -0.056791
   19561    20110930      -0.094975     -0.084873     -0.100921     -0.071762
   19561    20111031       0.087258      0.113982      0.107697      0.107723
   19561    20111130       0.050464     -0.006226     -0.020645     -0.005059
   19561    20111230       0.067841      0.003702     -0.003561      0.008533
   19561    20120131       0.011316      0.054077      0.085342      0.043583
   19561    20120229       0.016312      0.041186      0.036494      0.040589
   19561    20120330      -0.007738      0.023992      0.017582      0.031332
   19561    20120430       0.032674     -0.006801     -0.009106     -0.007497
   19561    20120531      -0.087891     -0.065531     -0.068438     -0.062651
   19561    20120629       0.067375      0.038156      0.034177      0.039555
   19561    20120731      -0.005249      0.010266     -0.003281      0.012598
   19561    20120831      -0.028007      0.026265      0.024820      0.019763
   19561    20120928      -0.025280      0.026539      0.034924      0.024236
   19561    20121031       0.012142     -0.014101     -0.013487     -0.019789
   19561    20121130       0.060761      0.006193      0.002790      0.002847
   19561    20121231       0.014540      0.012531      0.021872      0.007068
   19561    20130131      -0.019772      0.054093      0.063509      0.050428
   19561    20130228       0.047584      0.008331      0.003500      0.011061
   19561    20130328       0.116385      0.035274      0.031412      0.035988
   19561    20130430       0.064764      0.014945      0.002477      0.018086
   19561    20130531       0.088557      0.019066      0.023973      0.020763
   19561    20130628       0.034539     -0.015039     -0.013013     -0.014999
   19561    20130731       0.025966      0.052681      0.054898      0.049462
   19561    20130830      -0.006613     -0.025714     -0.017278     -0.031298
   19561    20130930       0.130677      0.037477      0.051809      0.029749
   19561    20131031       0.110638      0.039852      0.025762      0.044596
   19561    20131129       0.032452      0.024946      0.023398      0.028049
   19561    20131231       0.016685      0.026126      0.025220      0.023563
