  dateff          smb          hml        mktrf          rf          umd
20120229    -0.016500     0.000400     0.044300     0.00000    -0.002700
20120330    -0.002300    -0.000700     0.031100     0.00000     0.014600
20120430    -0.006100    -0.002000    -0.008400     0.00000     0.038400
20120531    -0.001000     0.001000    -0.062000     0.00010     0.066100
20120629     0.008200     0.004600     0.038800     0.00000    -0.011400
20120731    -0.025900     0.000200     0.007900     0.00000     0.030600
20120831     0.007200     0.005900     0.025600     0.00010    -0.025100
20120928     0.004900     0.015700     0.027400     0.00010    -0.010200
20121031    -0.010700     0.041700    -0.017500     0.00010     0.001200
20121130     0.006700    -0.011000     0.007700     0.00010     0.003700
20121231     0.016600     0.032800     0.011800     0.00010    -0.029200
20130131     0.004900     0.013500     0.055800     0.00000    -0.018700
20130228    -0.003800     0.003100     0.012800     0.00000     0.014700
20130328     0.008400    -0.000600     0.040300     0.00000     0.020800
20130430    -0.024300     0.003600     0.015600     0.00000     0.003400
20130531     0.019300     0.013100     0.028100     0.00000    -0.018900
20130628     0.012300    -0.004500    -0.012100     0.00000     0.006500
20130731     0.018500     0.007900     0.056500     0.00000     0.016900
20130830     0.002800    -0.024600    -0.026900     0.00000     0.000500
20130930     0.028500    -0.015200     0.037600     0.00000     0.030200
20131031    -0.015300     0.013900     0.041700     0.00000     0.001600
20131129     0.013200    -0.003800     0.031200     0.00000     0.003500
